CustomerID,BankID,CustomerName,Gender,Age,CustomerSegment,Occupation,AnnualIncome,City,State,Country,AccountOpeningDate,CustomerRiskScore,RiskCategory
C002561,2,Neha Moore,Other,50,Business,Business Owner,28495,New York,New York,USA,2021-12-25,32,Medium
C002562,6,Rahul Brown,Female,56,Premium,Retired,238453,Liverpool,England,UK,2021-12-03,21,Low
C002563,10,Vikram Lee,Other,60,Affluent,Engineer,65067,Hyderabad,Telangana,India,2015-08-14,29,High
C002564,10,Noah Thomas,Female,53,Business,Retired,95585,Hyderabad,Telangana,India,2018-06-09,24,High
C002565,9,Jamie Patel,Male,52,Business,Manager,60531,Chennai,Tamil Nadu,India,2017-08-22,6,Medium
C002566,5,Noah Miller,Male,68,Premium,Consultant,72743,London,England,UK,2023-05-15,15,Low
C002567,6,Morgan Wilson,Female,22,Mass Market,Retired,163448,Manchester,England,UK,2018-05-26,74,Low
C002568,4,Taylor Singh,Other,30,Business,Retired,94289,San Francisco,California,USA,2018-12-05,47,Medium
C002569,10,Olivia Sharma,Female,66,Mass Market,Consultant,94631,Chennai,Tamil Nadu,India,2018-03-11,95,Low
C002570,5,Noah Gupta,Female,59,Affluent,Other,31904,Manchester,England,UK,2020-06-14,61,Low
C002571,8,Morgan Smith,Other,73,Affluent,Healthcare,199001,Ahmedabad,Gujarat,India,2017-08-24,34,Low
C002572,4,Daniel Wilson,Other,21,Premium,Employee,56709,Miami,Florida,USA,2025-02-01,90,Low
C002573,8,Casey Patel,Male,68,Mass Market,Business Owner,170833,Mumbai,Maharashtra,India,2021-10-31,41,Medium
C002574,3,Rahul Singh,Other,73,Mass Market,Student,96412,Dallas,Texas,USA,2015-10-27,13,Low
C002575,8,Morgan Taylor,Female,60,Mass Market,Employee,143819,Chennai,Tamil Nadu,India,2018-11-19,82,Critical
C002576,1,Ananya Sharma,Female,41,Mass Market,Employee,108406,Houston,Texas,USA,2022-02-15,64,Medium
C002577,2,Priya Lee,Other,24,Business,Engineer,127885,San Francisco,California,USA,2021-04-26,15,Critical
C002578,4,Vikram Sharma,Male,45,Affluent,Business Owner,116933,Houston,Texas,USA,2015-10-05,7,High
C002579,5,Alex Clark,Other,59,Business,Other,117637,Liverpool,England,UK,2017-06-21,51,Medium
C002580,8,Alex Thomas,Male,45,Mass Market,Other,86562,Pune,Maharashtra,India,2023-11-12,81,High
C002581,4,Vikram Moore,Male,62,Premium,Healthcare,42526,Los Angeles,California,USA,2018-07-23,92,Low
C002582,1,Morgan Kumar,Other,74,Premium,Student,75581,San Francisco,California,USA,2021-03-29,63,Low
C002583,4,Casey Patel,Female,63,Affluent,Business Owner,77629,Houston,Texas,USA,2020-11-22,45,Medium
C002584,5,Chris Anderson,Other,27,Mass Market,Student,27610,London,England,UK,2024-02-07,82,Medium
C002585,6,Chris Clark,Other,28,Mass Market,Employee,19838,London,England,UK,2017-09-11,77,Low
C002586,7,Rahul Davis,Other,47,Mass Market,Employee,75583,Frankfurt,Hesse,Germany,2019-10-13,45,High
C002587,3,Chris Smith,Male,40,Mass Market,Retired,62256,San Francisco,California,USA,2020-02-06,46,Medium
C002588,7,Rahul Moore,Other,21,Mass Market,Engineer,61878,Munich,Bavaria,Germany,2018-10-12,6,High
C002589,7,Taylor Brown,Other,39,Premium,Healthcare,24970,Hamburg,Hamburg,Germany,2018-01-30,82,Low
C002590,8,Neha Kumar,Other,39,Premium,Student,67533,Delhi,Delhi,India,2018-08-14,41,Low
C002591,6,Alex Martin,Female,29,Mass Market,Consultant,161914,Leeds,England,UK,2025-07-17,95,Low
C002592,9,Rahul Martin,Male,66,Premium,Business Owner,23541,Mumbai,Maharashtra,India,2025-05-20,62,Low
C002593,3,Vikram Johnson,Male,56,Business,Manager,42887,Seattle,Washington,USA,2015-06-01,59,Critical
C002594,8,Ananya Sharma,Other,27,Mass Market,Employee,298050,Ahmedabad,Gujarat,India,2022-11-18,5,Low
C002595,1,Arjun Kumar,Other,45,Affluent,Manager,99321,San Francisco,California,USA,2015-06-21,75,Critical
C002596,2,Riley Singh,Male,64,Business,Other,35688,Los Angeles,California,USA,2018-04-14,25,Medium
C002597,9,Riley Iyer,Other,23,Premium,Business Owner,92198,Pune,Maharashtra,India,2022-06-25,8,Critical
C002598,5,Priya Clark,Male,41,Affluent,Manager,106023,Manchester,England,UK,2023-10-05,35,Medium
C002599,7,Alex Smith,Male,62,Mass Market,Manager,40530,Frankfurt,Hesse,Germany,2015-07-21,19,Low
C002600,7,Taylor Miller,Male,73,Business,Other,95653,Cologne,North Rhine-Westphalia,Germany,2017-12-22,33,High
C002601,7,Noah Anderson,Female,58,Premium,Consultant,96906,Munich,Bavaria,Germany,2022-07-20,85,High
C002602,3,Sam Thomas,Female,70,Affluent,Healthcare,29126,New York,New York,USA,2015-07-18,39,Low
C002603,2,Sam Williams,Other,24,Business,Student,35749,Houston,Texas,USA,2018-09-06,47,Medium
C002604,1,Neha Johnson,Male,70,Mass Market,Consultant,191571,Seattle,Washington,USA,2019-06-26,8,Low
C002605,9,Rahul Thomas,Male,41,Affluent,Healthcare,75198,Chennai,Tamil Nadu,India,2023-03-29,6,Low
C002606,3,Jordan Gupta,Female,57,Business,Engineer,136883,Los Angeles,California,USA,2021-02-19,5,Medium
C002607,6,Daniel Iyer,Female,65,Premium,Retired,41490,London,England,UK,2020-04-10,65,High
C002608,5,Casey Miller,Other,32,Premium,Retired,76700,London,England,UK,2023-09-21,71,High
C002609,2,Sam Wilson,Female,27,Business,Manager,59894,Miami,Florida,USA,2019-01-27,41,Low
C002610,5,Neha Wilson,Other,21,Affluent,Employee,65621,London,England,UK,2020-05-16,21,Medium
C002611,1,Emma Clark,Male,42,Premium,Employee,37653,Houston,Texas,USA,2019-08-04,72,High
C002612,2,Ananya Davis,Male,74,Affluent,Healthcare,42912,Dallas,Texas,USA,2018-11-12,17,Medium
C002613,2,Avery Williams,Female,69,Business,Other,56982,Dallas,Texas,USA,2016-03-17,82,Medium
C002614,9,Casey Gupta,Other,24,Premium,Consultant,27318,Chennai,Tamil Nadu,India,2015-03-01,58,Low
C002615,6,Jordan Johnson,Female,59,Premium,Other,53774,Manchester,England,UK,2022-12-16,49,Low
C002616,10,Olivia Patel,Female,24,Business,Retired,148878,Bengaluru,Karnataka,India,2016-08-14,93,Medium
C002617,5,Noah Lee,Female,34,Premium,Retired,56454,Liverpool,England,UK,2015-04-16,67,Medium
C002618,3,Jamie Iyer,Other,24,Affluent,Retired,34233,Seattle,Washington,USA,2022-04-01,90,Low
C002619,7,Morgan Martin,Other,63,Business,Healthcare,58660,Frankfurt,Hesse,Germany,2024-02-12,41,Medium
C002620,10,Avery Thomas,Male,29,Premium,Retired,46981,Kolkata,West Bengal,India,2022-05-20,63,Medium
C002621,6,Noah Anderson,Female,34,Business,Consultant,158948,Manchester,England,UK,2024-06-29,9,High
C002622,1,Morgan Thomas,Female,60,Mass Market,Healthcare,50267,Dallas,Texas,USA,2022-11-30,9,Low
C002623,4,Rahul Taylor,Other,50,Affluent,Healthcare,103625,New York,New York,USA,2025-02-20,17,Low
C002624,10,Alex Singh,Other,56,Affluent,Student,200846,Bengaluru,Karnataka,India,2019-12-13,23,High
C002625,6,Avery Miller,Male,64,Business,Other,29050,London,England,UK,2022-08-14,18,Low
C002626,10,Neha Singh,Female,42,Affluent,Healthcare,31115,Ahmedabad,Gujarat,India,2020-12-29,69,Low
C002627,6,Morgan Williams,Male,32,Affluent,Business Owner,49290,Manchester,England,UK,2017-01-08,57,High
C002628,1,Jordan Kumar,Other,22,Premium,Employee,47493,New York,New York,USA,2018-10-16,62,Low
C002629,9,Noah Gupta,Female,66,Affluent,Manager,100952,Kolkata,West Bengal,India,2024-01-18,31,Low
C002630,8,Jordan Johnson,Male,45,Premium,Engineer,112132,Pune,Maharashtra,India,2024-09-06,89,Critical
C002631,8,Arjun Iyer,Female,28,Affluent,Other,43272,Mumbai,Maharashtra,India,2025-07-02,45,Medium
C002632,10,Chris Kumar,Other,26,Premium,Business Owner,134936,Pune,Maharashtra,India,2024-06-16,7,Low
C002633,2,Arjun Lee,Other,47,Affluent,Other,66945,San Francisco,California,USA,2024-10-12,62,Low
C002634,10,Morgan Singh,Other,32,Premium,Retired,56593,Hyderabad,Telangana,India,2023-07-12,45,High
C002635,3,Arjun Singh,Female,66,Business,Manager,25216,Chicago,Illinois,USA,2023-11-22,87,Low
C002636,10,Jamie Moore,Male,57,Mass Market,Consultant,64614,Mumbai,Maharashtra,India,2025-05-16,51,Low
C002637,2,Rahul Moore,Other,53,Business,Retired,42736,Seattle,Washington,USA,2024-10-16,70,High
C002638,6,Emma Brown,Other,54,Mass Market,Engineer,178212,Manchester,England,UK,2016-08-09,11,High
C002639,8,Olivia Johnson,Male,48,Mass Market,Retired,20796,Kolkata,West Bengal,India,2015-12-31,90,Critical
C002640,1,Avery Lee,Male,27,Business,Engineer,35264,Los Angeles,California,USA,2021-02-18,87,Low
C002641,1,Riley Williams,Male,36,Mass Market,Manager,26054,Houston,Texas,USA,2025-08-17,27,Medium
C002642,9,Taylor Johnson,Female,35,Premium,Healthcare,38943,Chennai,Tamil Nadu,India,2024-12-31,31,High
C002643,1,Daniel Anderson,Female,63,Premium,Consultant,43852,New York,New York,USA,2023-01-18,83,High
C002644,7,Casey Miller,Other,41,Premium,Employee,34118,Berlin,Berlin,Germany,2024-06-23,39,Low
C002645,10,Riley Williams,Female,50,Premium,Employee,85796,Hyderabad,Telangana,India,2025-05-15,59,Low
C002646,7,Noah Brown,Female,32,Affluent,Employee,214881,Cologne,North Rhine-Westphalia,Germany,2015-08-20,26,Low
C002647,5,Chris Iyer,Other,71,Premium,Engineer,34030,London,England,UK,2019-04-26,89,Low
C002648,5,Casey Patel,Male,56,Business,Healthcare,78547,London,England,UK,2016-06-05,80,High
C002649,7,Priya Singh,Other,37,Premium,Engineer,45323,Munich,Bavaria,Germany,2023-07-25,53,High
C002650,6,Rahul Brown,Other,34,Mass Market,Consultant,40631,Manchester,England,UK,2020-08-16,8,Low
C002651,6,Jordan Martin,Other,69,Affluent,Employee,66658,Leeds,England,UK,2020-07-20,86,Medium
C002652,2,Sam Williams,Other,25,Premium,Retired,79624,Miami,Florida,USA,2021-04-14,45,Low
C002653,7,Emma Brown,Male,32,Mass Market,Business Owner,89654,Hamburg,Hamburg,Germany,2024-04-23,28,High
C002654,8,Casey Kumar,Female,57,Affluent,Business Owner,36940,Bengaluru,Karnataka,India,2016-01-26,68,High
C002655,8,Priya Martin,Male,62,Business,Student,43211,Delhi,Delhi,India,2021-04-03,54,Low
C002656,1,Jordan Patel,Other,44,Affluent,Engineer,236614,San Francisco,California,USA,2025-03-04,91,Low
C002657,8,Neha Wilson,Female,61,Business,Retired,27509,Hyderabad,Telangana,India,2024-02-03,94,Critical
C002658,8,Ananya Kumar,Male,22,Premium,Employee,110284,Pune,Maharashtra,India,2024-09-06,39,High
C002659,2,Priya Davis,Female,72,Premium,Other,34718,New York,New York,USA,2021-05-02,41,Medium
C002660,9,Sam Thomas,Male,41,Mass Market,Retired,116009,Delhi,Delhi,India,2024-03-15,86,Medium
C002661,6,Neha Clark,Male,32,Mass Market,Engineer,59813,Liverpool,England,UK,2016-04-15,5,Medium
C002662,5,Vikram Brown,Female,52,Affluent,Retired,87628,Leeds,England,UK,2018-05-15,34,Low
C002663,8,Emma Miller,Other,21,Business,Student,139385,Kolkata,West Bengal,India,2018-02-13,22,Critical
C002664,6,Noah Iyer,Other,52,Business,Business Owner,92362,London,England,UK,2021-06-08,46,Low
C002665,6,Riley Thomas,Male,47,Mass Market,Student,51239,Leeds,England,UK,2019-04-15,16,Medium
C002666,4,Avery Kumar,Male,35,Premium,Student,56203,Seattle,Washington,USA,2023-08-21,45,Low
C002667,10,Avery Smith,Female,46,Mass Market,Employee,62813,Pune,Maharashtra,India,2019-01-31,31,Medium
C002668,10,Taylor Taylor,Female,51,Mass Market,Student,169201,Ahmedabad,Gujarat,India,2021-08-30,68,Critical
C002669,2,Daniel Sharma,Male,26,Premium,Other,58264,Seattle,Washington,USA,2016-11-01,45,Low
C002670,8,Vikram Kumar,Male,57,Mass Market,Other,85947,Pune,Maharashtra,India,2017-04-01,80,Low
C002671,1,Neha Williams,Other,75,Premium,Business Owner,33714,New York,New York,USA,2021-05-22,61,High
C002672,4,Casey Taylor,Female,34,Business,Retired,27419,San Francisco,California,USA,2023-10-08,37,Low
C002673,10,Neha Johnson,Other,37,Affluent,Manager,124992,Kolkata,West Bengal,India,2016-06-18,70,Low
C002674,2,Taylor Lee,Male,60,Affluent,Business Owner,136182,Houston,Texas,USA,2024-09-05,58,Low
C002675,4,Sam Moore,Male,22,Premium,Manager,101804,San Francisco,California,USA,2025-12-05,76,Medium
C002676,3,Olivia Patel,Other,48,Premium,Student,302356,Houston,Texas,USA,2016-12-11,62,High
C002677,8,Olivia Anderson,Male,21,Premium,Retired,81387,Ahmedabad,Gujarat,India,2019-12-14,94,Low
C002678,5,Olivia Taylor,Other,67,Mass Market,Engineer,25140,Manchester,England,UK,2016-06-10,30,Low
C002679,6,Chris Lee,Other,33,Business,Employee,227989,Birmingham,England,UK,2020-06-12,77,Medium
C002680,10,Rahul Kumar,Female,21,Premium,Employee,29461,Bengaluru,Karnataka,India,2025-10-17,11,Critical
C002681,6,Arjun Wilson,Other,62,Premium,Manager,123644,Liverpool,England,UK,2018-07-17,15,Low
C002682,8,Ananya Davis,Male,60,Business,Business Owner,39696,Ahmedabad,Gujarat,India,2023-12-04,53,High
C002683,1,Riley Sharma,Other,75,Business,Engineer,232548,Los Angeles,California,USA,2015-09-14,30,Medium
C002684,3,Arjun Iyer,Male,48,Affluent,Manager,48986,Miami,Florida,USA,2021-12-18,90,Medium
C002685,10,Noah Gupta,Female,49,Affluent,Other,331238,Kolkata,West Bengal,India,2016-01-15,89,Low
C002686,9,Riley Clark,Male,56,Mass Market,Other,105521,Pune,Maharashtra,India,2025-01-05,82,Critical
C002687,7,Casey Moore,Female,74,Premium,Engineer,31784,Cologne,North Rhine-Westphalia,Germany,2015-03-05,59,Low
C002688,4,Arjun Taylor,Other,53,Business,Consultant,51749,Seattle,Washington,USA,2020-01-17,59,Low
C002689,2,Ananya Johnson,Other,53,Affluent,Employee,49887,Miami,Florida,USA,2025-07-23,22,Medium
C002690,9,Arjun Martin,Male,68,Mass Market,Engineer,27077,Bengaluru,Karnataka,India,2022-01-08,83,Medium
C002691,8,Morgan Taylor,Other,50,Business,Consultant,76955,Delhi,Delhi,India,2022-05-20,43,Critical
C002692,3,Arjun Singh,Female,68,Mass Market,Retired,18000,Seattle,Washington,USA,2018-12-28,64,Low
C002693,6,Priya Martin,Female,72,Affluent,Employee,49035,Manchester,England,UK,2020-03-22,58,Medium
C002694,7,Jordan Clark,Other,46,Business,Other,33671,Hamburg,Hamburg,Germany,2016-06-19,6,Low
C002695,5,Riley Smith,Male,46,Premium,Other,37335,Leeds,England,UK,2022-02-22,13,Low
C002696,10,Noah Singh,Other,51,Business,Engineer,28981,Chennai,Tamil Nadu,India,2020-02-19,80,High
C002697,2,Avery Kumar,Female,35,Affluent,Manager,71937,San Francisco,California,USA,2023-07-07,47,Low
C002698,3,Noah Clark,Male,54,Business,Business Owner,90074,Chicago,Illinois,USA,2019-01-01,95,Low
C002699,1,Noah Gupta,Other,31,Premium,Consultant,129270,Dallas,Texas,USA,2025-10-23,50,Medium
C002700,7,Rahul Kumar,Other,68,Affluent,Student,97019,Berlin,Berlin,Germany,2019-09-14,27,Low
C002701,7,Taylor Miller,Other,26,Business,Other,52603,Frankfurt,Hesse,Germany,2016-04-27,26,High
C002702,10,Taylor Martin,Other,21,Affluent,Employee,226627,Ahmedabad,Gujarat,India,2016-03-02,28,High
C002703,6,Jordan Martin,Other,70,Premium,Consultant,71217,Birmingham,England,UK,2023-07-30,58,Medium
C002704,2,Ananya Williams,Other,28,Premium,Student,78575,Chicago,Illinois,USA,2020-07-17,61,Low
C002705,5,Morgan Clark,Female,35,Affluent,Manager,82391,Liverpool,England,UK,2022-06-22,14,High
C002706,1,Neha Anderson,Female,64,Premium,Healthcare,40051,Dallas,Texas,USA,2019-05-15,19,Low
C002707,7,Rahul Clark,Other,38,Business,Consultant,39560,Munich,Bavaria,Germany,2023-03-23,10,Critical
C002708,7,Rahul Wilson,Male,70,Business,Business Owner,26083,Munich,Bavaria,Germany,2018-04-26,66,High
C002709,9,Jordan Patel,Female,30,Business,Student,51615,Delhi,Delhi,India,2023-10-19,53,Medium
C002710,4,Emma Patel,Male,73,Mass Market,Healthcare,70516,Seattle,Washington,USA,2015-10-16,59,Low
C002711,4,Noah Thomas,Female,36,Affluent,Retired,45107,Miami,Florida,USA,2025-03-16,30,Low
C002712,1,Morgan Singh,Male,38,Premium,Healthcare,156561,Chicago,Illinois,USA,2022-08-01,77,Low
C002713,5,Alex Taylor,Other,70,Mass Market,Consultant,28519,Birmingham,England,UK,2017-07-18,11,Low
C002714,5,Ananya Gupta,Female,38,Mass Market,Business Owner,78238,Liverpool,England,UK,2025-11-27,31,Low
C002715,8,Priya Singh,Other,66,Premium,Business Owner,89261,Ahmedabad,Gujarat,India,2020-07-14,79,Low
C002716,8,Taylor Lee,Male,60,Affluent,Retired,23295,Mumbai,Maharashtra,India,2019-03-06,15,Low
C002717,2,Olivia Davis,Other,27,Mass Market,Business Owner,54739,Houston,Texas,USA,2018-01-15,85,Low
C002718,3,Chris Kumar,Male,38,Mass Market,Consultant,28735,Seattle,Washington,USA,2017-09-02,41,High
C002719,6,Noah Davis,Other,72,Affluent,Retired,86818,Birmingham,England,UK,2018-05-12,92,Low
C002720,4,Ananya Thomas,Female,25,Affluent,Engineer,151567,Miami,Florida,USA,2025-10-19,38,Medium
C002721,1,Neha Smith,Other,53,Business,Business Owner,231926,New York,New York,USA,2020-06-01,22,Low
C002722,9,Rahul Anderson,Male,73,Mass Market,Student,64647,Hyderabad,Telangana,India,2020-07-17,50,Low
C002723,8,Jamie Johnson,Male,62,Business,Consultant,109264,Pune,Maharashtra,India,2024-07-08,67,Medium
C002724,6,Alex Johnson,Female,31,Business,Retired,38001,Manchester,England,UK,2023-12-28,40,Low
C002725,4,Priya Brown,Female,67,Affluent,Student,55662,San Francisco,California,USA,2021-07-24,63,Medium
C002726,9,Sam Moore,Other,48,Premium,Manager,67956,Mumbai,Maharashtra,India,2015-05-08,55,Low
C002727,1,Jamie Martin,Female,27,Business,Consultant,87793,San Francisco,California,USA,2025-06-04,53,Medium
C002728,5,Morgan Gupta,Female,74,Business,Engineer,332557,Birmingham,England,UK,2021-12-22,78,Medium
C002729,9,Rahul Martin,Female,73,Premium,Retired,56234,Chennai,Tamil Nadu,India,2020-09-09,27,Low
C002730,10,Jordan Miller,Other,41,Premium,Other,25437,Kolkata,West Bengal,India,2016-10-15,10,Low
C002731,3,Neha Anderson,Male,70,Affluent,Student,53027,Dallas,Texas,USA,2024-09-05,25,Low
C002732,7,Arjun Johnson,Other,35,Affluent,Consultant,29911,Frankfurt,Hesse,Germany,2015-11-05,59,Low
C002733,2,Casey Lee,Male,37,Affluent,Retired,52170,Dallas,Texas,USA,2020-06-15,74,Critical
C002734,2,Neha Brown,Female,53,Affluent,Student,27038,Houston,Texas,USA,2020-04-26,77,Critical
C002735,4,Jamie Sharma,Female,61,Affluent,Engineer,20116,New York,New York,USA,2022-01-28,6,Low
C002736,9,Arjun Taylor,Male,32,Business,Retired,140306,Pune,Maharashtra,India,2015-12-05,18,High
C002737,7,Emma Lee,Female,41,Business,Other,77996,Cologne,North Rhine-Westphalia,Germany,2024-02-01,48,Low
C002738,5,Vikram Anderson,Other,75,Premium,Healthcare,51177,Manchester,England,UK,2018-04-23,26,Low
C002739,3,Olivia Gupta,Female,72,Premium,Engineer,30681,Seattle,Washington,USA,2025-03-03,12,Low
C002740,2,Emma Johnson,Female,49,Affluent,Retired,99018,Miami,Florida,USA,2024-06-22,34,Low
C002741,3,Riley Iyer,Female,57,Premium,Employee,18000,Houston,Texas,USA,2019-07-08,60,Medium
C002742,2,Neha Kumar,Other,33,Business,Retired,18000,San Francisco,California,USA,2018-09-09,11,Medium
C002743,2,Priya Singh,Male,56,Business,Manager,125032,Seattle,Washington,USA,2017-03-03,68,Low
C002744,7,Jamie Anderson,Male,55,Affluent,Healthcare,65475,Frankfurt,Hesse,Germany,2017-10-28,75,Low
C002745,2,Daniel Brown,Female,50,Premium,Healthcare,69364,Los Angeles,California,USA,2017-06-21,35,Medium
C002746,1,Jordan Miller,Other,42,Business,Engineer,21829,Miami,Florida,USA,2020-10-05,70,Low
C002747,6,Vikram Anderson,Other,72,Premium,Other,41367,Birmingham,England,UK,2018-12-31,89,Low
C002748,3,Morgan Thomas,Female,65,Affluent,Other,93517,San Francisco,California,USA,2019-04-09,10,High
C002749,5,Noah Williams,Other,66,Affluent,Student,32122,Manchester,England,UK,2016-04-05,29,Low
C002750,2,Jamie Anderson,Male,72,Affluent,Retired,52569,Miami,Florida,USA,2018-05-13,64,Low
C002751,3,Olivia Taylor,Other,50,Business,Retired,64316,Seattle,Washington,USA,2025-10-04,7,Medium
C002752,5,Priya Williams,Other,29,Affluent,Student,129103,Birmingham,England,UK,2017-10-27,86,Medium
C002753,7,Jamie Brown,Other,26,Mass Market,Retired,41303,Cologne,North Rhine-Westphalia,Germany,2022-11-13,75,Critical
C002754,5,Jamie Iyer,Male,42,Premium,Consultant,54795,London,England,UK,2017-07-11,36,Medium
C002755,6,Daniel Anderson,Female,51,Affluent,Other,114800,Liverpool,England,UK,2017-08-21,74,Low
C002756,6,Avery Taylor,Female,34,Business,Other,53933,Liverpool,England,UK,2015-04-13,81,Medium
C002757,3,Jordan Smith,Female,49,Business,Manager,42749,Seattle,Washington,USA,2019-09-27,53,Medium
C002758,3,Neha Kumar,Male,67,Mass Market,Other,54205,Chicago,Illinois,USA,2021-08-24,15,Critical
C002759,5,Sam Lee,Other,45,Affluent,Retired,43213,London,England,UK,2023-10-20,30,Low
C002760,1,Sam Smith,Male,63,Premium,Student,121009,New York,New York,USA,2015-06-25,93,High
C002761,7,Rahul Brown,Male,33,Affluent,Manager,51744,Berlin,Berlin,Germany,2025-02-25,47,Low
C002762,7,Chris Iyer,Female,26,Premium,Employee,71859,Cologne,North Rhine-Westphalia,Germany,2025-06-01,18,Low
C002763,4,Daniel Gupta,Male,33,Premium,Healthcare,92431,San Francisco,California,USA,2019-10-05,21,Low
C002764,4,Emma Kumar,Other,59,Affluent,Business Owner,49615,Miami,Florida,USA,2017-10-11,78,Low
C002765,4,Chris Smith,Female,65,Business,Healthcare,33418,Dallas,Texas,USA,2016-02-13,21,Low
C002766,7,Neha Williams,Female,44,Premium,Healthcare,26770,Frankfurt,Hesse,Germany,2020-09-01,88,Medium
C002767,8,Alex Davis,Other,38,Affluent,Other,39980,Chennai,Tamil Nadu,India,2017-09-14,93,Medium
C002768,2,Rahul Brown,Male,75,Affluent,Retired,46487,Miami,Florida,USA,2025-08-09,54,High
C002769,5,Ananya Kumar,Female,50,Premium,Healthcare,31465,Birmingham,England,UK,2015-09-21,80,Low
C002770,1,Avery Davis,Female,73,Affluent,Healthcare,70387,San Francisco,California,USA,2017-07-21,25,Medium
C002771,5,Jamie Johnson,Male,62,Affluent,Student,55797,Birmingham,England,UK,2016-10-26,29,High
C002772,3,Jordan Miller,Male,50,Premium,Employee,62924,Seattle,Washington,USA,2025-03-18,34,Low
C002773,4,Alex Taylor,Female,33,Affluent,Other,30579,Seattle,Washington,USA,2020-09-21,75,Low
C002774,5,Jamie Johnson,Male,51,Affluent,Consultant,96266,Manchester,England,UK,2015-06-20,22,Low
C002775,4,Jamie Clark,Other,51,Affluent,Retired,59894,Miami,Florida,USA,2017-10-29,23,Low
C002776,4,Arjun Brown,Female,62,Affluent,Consultant,31276,Miami,Florida,USA,2016-09-26,15,Low
C002777,8,Olivia Wilson,Male,75,Premium,Student,42995,Chennai,Tamil Nadu,India,2019-02-13,43,Low
C002778,9,Casey Martin,Other,72,Premium,Engineer,50697,Mumbai,Maharashtra,India,2018-05-24,90,Low
C002779,1,Emma Thomas,Female,39,Affluent,Other,90080,Chicago,Illinois,USA,2019-05-08,24,Low
C002780,4,Avery Miller,Other,70,Premium,Consultant,56322,Miami,Florida,USA,2017-03-14,49,Critical
C002781,9,Arjun Williams,Male,27,Premium,Student,48643,Kolkata,West Bengal,India,2020-12-22,29,Low
C002782,6,Emma Davis,Male,46,Affluent,Employee,23241,Manchester,England,UK,2019-02-04,62,Medium
C002783,3,Arjun Iyer,Female,43,Affluent,Healthcare,48223,Chicago,Illinois,USA,2015-10-25,29,Low
C002784,6,Noah Iyer,Male,55,Affluent,Retired,22996,Birmingham,England,UK,2016-12-06,31,Critical
C002785,2,Alex Martin,Other,38,Business,Employee,99141,Chicago,Illinois,USA,2015-06-08,35,Medium
C002786,1,Riley Gupta,Female,34,Mass Market,Other,20811,Miami,Florida,USA,2025-05-29,75,Low
C002787,7,Jordan Taylor,Other,56,Business,Retired,36865,Munich,Bavaria,Germany,2021-09-03,83,Low
C002788,6,Sam Kumar,Other,25,Premium,Other,77424,Liverpool,England,UK,2015-09-24,85,High
C002789,8,Priya Thomas,Male,49,Affluent,Other,39141,Ahmedabad,Gujarat,India,2024-05-07,54,High
C002790,4,Arjun Kumar,Female,39,Business,Consultant,98337,Los Angeles,California,USA,2020-04-28,89,Low
C002791,9,Vikram Patel,Other,33,Premium,Employee,196465,Chennai,Tamil Nadu,India,2021-10-29,20,Low
C002792,5,Emma Moore,Male,43,Mass Market,Employee,121662,London,England,UK,2016-08-29,19,High
C002793,8,Chris Singh,Female,60,Business,Retired,56141,Bengaluru,Karnataka,India,2018-09-01,8,Low
C002794,2,Noah Brown,Female,52,Premium,Retired,89632,Chicago,Illinois,USA,2021-02-28,21,Low
C002795,1,Alex Brown,Other,56,Affluent,Other,117212,Houston,Texas,USA,2024-12-17,95,Medium
C002796,8,Avery Anderson,Female,58,Business,Engineer,89921,Pune,Maharashtra,India,2017-04-09,78,Medium
C002797,9,Noah Wilson,Other,66,Business,Manager,95143,Ahmedabad,Gujarat,India,2016-10-19,47,Low
C002798,10,Morgan Clark,Male,49,Affluent,Retired,133900,Delhi,Delhi,India,2022-03-13,10,Medium
C002799,4,Morgan Sharma,Other,51,Mass Market,Manager,54989,Seattle,Washington,USA,2015-07-10,81,Critical
C002800,1,Jamie Clark,Other,66,Mass Market,Retired,36104,Dallas,Texas,USA,2022-09-05,75,Low
C002801,10,Taylor Kumar,Female,70,Business,Employee,136717,Delhi,Delhi,India,2019-06-22,37,Critical
C002802,7,Priya Smith,Other,71,Premium,Engineer,169109,Cologne,North Rhine-Westphalia,Germany,2023-01-17,57,Low
C002803,3,Emma Johnson,Female,65,Premium,Business Owner,24586,Los Angeles,California,USA,2024-06-20,13,Low
C002804,8,Sam Brown,Female,56,Mass Market,Business Owner,32118,Mumbai,Maharashtra,India,2017-04-04,28,Low
C002805,10,Noah Smith,Male,23,Business,Healthcare,61921,Delhi,Delhi,India,2023-01-27,20,Low
C002806,3,Rahul Patel,Female,27,Premium,Business Owner,55807,Miami,Florida,USA,2019-01-06,14,Medium
C002807,8,Rahul Thomas,Female,48,Premium,Engineer,46748,Kolkata,West Bengal,India,2025-10-22,21,Low
C002808,8,Jordan Williams,Female,63,Premium,Other,80711,Pune,Maharashtra,India,2019-03-15,15,Low
C002809,6,Olivia Martin,Male,63,Mass Market,Healthcare,18000,Leeds,England,UK,2019-03-15,19,High
C002810,7,Chris Miller,Male,52,Premium,Healthcare,102013,Hamburg,Hamburg,Germany,2024-03-12,16,Critical
C002811,3,Casey Gupta,Female,26,Affluent,Retired,94840,San Francisco,California,USA,2017-10-20,25,Medium
